book_name,book_description,book_author,category_name,book_image,book_cost,book_dislikes
Frost Kingdom,"Frost Kingdom follows an unlikely hero drawn into the fate of a dying empire, where old magic and older grudges threaten to unravel everything.",Yuki Whitfield,Fantasy,https://placehold.co/400x600/4a4e69/ffffff.png?text=Frost%20Kingdom&font=roboto,359,0
The Shadow Crown,"The Shadow Crown follows an unlikely hero drawn into the fate of a fractured realm, where old magic and older grudges threaten to unravel everything.",Chiara Vance,Fantasy,https://placehold.co/400x600/4a4e69/ffffff.png?text=The%20Shadow%20Crown&font=roboto,786,0
Kingdom of a Fractured Realm,"Kingdom of a Fractured Realm follows an unlikely hero drawn into the fate of a fractured realm, where old magic and older grudges threaten to unravel everything.",Joshua Grant,Fantasy,https://placehold.co/400x600/4a4e69/ffffff.png?text=Kingdom%20of%20a%20Fractured%20Realm&font=roboto,257,0
Last Prophecy,"Last Prophecy follows an unlikely hero drawn into the fate of a dying empire, where old magic and older grudges threaten to unravel everything.",Chiara Doyle,Fantasy,https://placehold.co/400x600/4a4e69/ffffff.png?text=Last%20Prophecy&font=roboto,515,0
Sweet Letter,"Set against the backdrop of a small seaside town, Sweet Letter follows two people whose paths keep crossing at the worst — and best — possible times.",Mateo Pierce,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Sweet%20Letter&font=roboto,853,0
Lasting Promise,"Set against the backdrop of a small seaside town, Lasting Promise follows two people whose paths keep crossing at the worst — and best — possible times.",Mary Foster,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Lasting%20Promise&font=roboto,262,0
Unexpected Summer,"Set against the backdrop of a small seaside town, Unexpected Summer follows two people whose paths keep crossing at the worst — and best — possible times.",Richard Harrow,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Unexpected%20Summer&font=roboto,808,0
Season of Two Different Worlds,"Set against the backdrop of two different worlds, Season of Two Different Worlds follows two people whose paths keep crossing at the worst — and best — possible times.",Aditya Morgan,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Season%20of%20Two%20Different%20Worlds&font=roboto,251,0
The Summer of a Small Seaside Town,"Set against the backdrop of a small seaside town, The Summer of a Small Seaside Town follows two people whose paths keep crossing at the worst — and best — possible times.",Jennifer Carter,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Summer%20of%20a%20Small%20Seaside%20Town&font=roboto,290,0
Glance of an Old Bookshop,"Set against the backdrop of an old bookshop, Glance of an Old Bookshop follows two people whose paths keep crossing at the worst — and best — possible times.",Andrew Foster,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Glance%20of%20an%20Old%20Bookshop&font=roboto,530,0
The Summer of an Old Bookshop,"Set against the backdrop of an old bookshop, The Summer of an Old Bookshop follows two people whose paths keep crossing at the worst — and best — possible times.",Arjun Osei,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Summer%20of%20an%20Old%20Bookshop&font=roboto,427,0
Every Return,"Set against the backdrop of new york, Every Return follows two people whose paths keep crossing at the worst — and best — possible times.",Joseph Sinclair,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Every%20Return&font=roboto,861,0
The Unexpected Summer,"Set against the backdrop of an old bookshop, The Unexpected Summer follows two people whose paths keep crossing at the worst — and best — possible times.",Hiroshi Andersen,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Unexpected%20Summer&font=roboto,843,0
Unexpected Return,"Set against the backdrop of two different worlds, Unexpected Return follows two people whose paths keep crossing at the worst — and best — possible times.",Patricia Sinclair,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Unexpected%20Return&font=roboto,643,0
Quiet Return,"Set against the backdrop of an old bookshop, Quiet Return follows two people whose paths keep crossing at the worst — and best — possible times.",Jennifer Reed,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Quiet%20Return&font=roboto,416,0
The Promise of Two Different Worlds,"Set against the backdrop of two different worlds, The Promise of Two Different Worlds follows two people whose paths keep crossing at the worst — and best — possible times.",Chiara Nakamura,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Promise%20of%20Two%20Different%20Worlds&font=roboto,853,0
The First Promise,"Set against the backdrop of an old bookshop, The First Promise follows two people whose paths keep crossing at the worst — and best — possible times.",George Winters,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20First%20Promise&font=roboto,301,0
The Second Letter,"Set against the backdrop of an old bookshop, The Second Letter follows two people whose paths keep crossing at the worst — and best — possible times.",Mateo Ellison,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Second%20Letter&font=roboto,225,0
The Promise of an Old Bookshop,"Set against the backdrop of an old bookshop, The Promise of an Old Bookshop follows two people whose paths keep crossing at the worst — and best — possible times.",Arjun Sutton,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Promise%20of%20an%20Old%20Bookshop&font=roboto,229,0
Every Beginning,"Set against the backdrop of a small seaside town, Every Beginning follows two people whose paths keep crossing at the worst — and best — possible times.",Mateo Delacroix,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Every%20Beginning&font=roboto,472,0
The Every Chance,"Set against the backdrop of a small seaside town, The Every Chance follows two people whose paths keep crossing at the worst — and best — possible times.",Arjun Kensington,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Every%20Chance&font=roboto,185,0
The Quiet Season,"Set against the backdrop of new york, The Quiet Season follows two people whose paths keep crossing at the worst — and best — possible times.",Divya Merrick,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Quiet%20Season&font=roboto,521,0
The Slow Beginning,"Set against the backdrop of two different worlds, The Slow Beginning follows two people whose paths keep crossing at the worst — and best — possible times.",Yuki Blackwood,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Slow%20Beginning&font=roboto,882,0
Quiet Summer,"Set against the backdrop of new york, Quiet Summer follows two people whose paths keep crossing at the worst — and best — possible times.",James Merrick,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Quiet%20Summer&font=roboto,512,0
Letter of an Old Bookshop,"Set against the backdrop of an old bookshop, Letter of an Old Bookshop follows two people whose paths keep crossing at the worst — and best — possible times.",Susan Harrow,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Letter%20of%20an%20Old%20Bookshop&font=roboto,774,0
Summer of an Old Bookshop,"Set against the backdrop of an old bookshop, Summer of an Old Bookshop follows two people whose paths keep crossing at the worst — and best — possible times.",Margaret Osei,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Summer%20of%20an%20Old%20Bookshop&font=roboto,344,0
The Return of a Small Seaside Town,"Set against the backdrop of a small seaside town, The Return of a Small Seaside Town follows two people whose paths keep crossing at the worst — and best — possible times.",Jessica Delacroix,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Return%20of%20a%20Small%20Seaside%20Town&font=roboto,617,0
Chance of a Small Seaside Town,"Set against the backdrop of a small seaside town, Chance of a Small Seaside Town follows two people whose paths keep crossing at the worst — and best — possible times.",Vikram Moreau,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Chance%20of%20a%20Small%20Seaside%20Town&font=roboto,643,0
Letter of a Small Seaside Town,"Set against the backdrop of a small seaside town, Letter of a Small Seaside Town follows two people whose paths keep crossing at the worst — and best — possible times.",Stephanie Rossi,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Letter%20of%20a%20Small%20Seaside%20Town&font=roboto,769,0
The Return of New York,"Set against the backdrop of new york, The Return of New York follows two people whose paths keep crossing at the worst — and best — possible times.",Emily Hartley,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Return%20of%20New%20York&font=roboto,500,0
The Letter of New York,"Set against the backdrop of new york, The Letter of New York follows two people whose paths keep crossing at the worst — and best — possible times.",Kavya Rossi,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Letter%20of%20New%20York&font=roboto,865,0
The Promise of New York,"Set against the backdrop of new york, The Promise of New York follows two people whose paths keep crossing at the worst — and best — possible times.",Mark O'Connell,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Promise%20of%20New%20York&font=roboto,880,0
The Glance of an Old Bookshop,"Set against the backdrop of an old bookshop, The Glance of an Old Bookshop follows two people whose paths keep crossing at the worst — and best — possible times.",Rohan Kobayashi,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Glance%20of%20an%20Old%20Bookshop&font=roboto,441,0
Second Summer,"Set against the backdrop of a small seaside town, Second Summer follows two people whose paths keep crossing at the worst — and best — possible times.",Ronald Whitfield,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Second%20Summer&font=roboto,203,0
The Slow Season,"Set against the backdrop of new york, The Slow Season follows two people whose paths keep crossing at the worst — and best — possible times.",Joshua Harrow,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Slow%20Season&font=roboto,298,0
The Sweet Promise,"Set against the backdrop of a small seaside town, The Sweet Promise follows two people whose paths keep crossing at the worst — and best — possible times.",Melissa Delacroix,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Sweet%20Promise&font=roboto,253,0
Promise of Two Different Worlds,"Set against the backdrop of two different worlds, Promise of Two Different Worlds follows two people whose paths keep crossing at the worst — and best — possible times.",Michael Winters,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Promise%20of%20Two%20Different%20Worlds&font=roboto,545,0
Lasting Chance,"Set against the backdrop of a small seaside town, Lasting Chance follows two people whose paths keep crossing at the worst — and best — possible times.",Paul Doyle,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Lasting%20Chance&font=roboto,784,0
Slow Glance,"Set against the backdrop of new york, Slow Glance follows two people whose paths keep crossing at the worst — and best — possible times.",Anthony Redwood,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Slow%20Glance&font=roboto,608,0
Letter of New York,"Set against the backdrop of new york, Letter of New York follows two people whose paths keep crossing at the worst — and best — possible times.",Lucas Grant,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Letter%20of%20New%20York&font=roboto,535,0
The First Season,"Set against the backdrop of two different worlds, The First Season follows two people whose paths keep crossing at the worst — and best — possible times.",Thomas Ellison,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20First%20Season&font=roboto,747,0
Letter of Two Different Worlds,"Set against the backdrop of two different worlds, Letter of Two Different Worlds follows two people whose paths keep crossing at the worst — and best — possible times.",Michael O'Connell,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Letter%20of%20Two%20Different%20Worlds&font=roboto,826,0
The Glance of a Small Seaside Town,"Set against the backdrop of a small seaside town, The Glance of a Small Seaside Town follows two people whose paths keep crossing at the worst — and best — possible times.",Kevin Nakamura,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Glance%20of%20a%20Small%20Seaside%20Town&font=roboto,374,0
Quiet Glance,"Set against the backdrop of new york, Quiet Glance follows two people whose paths keep crossing at the worst — and best — possible times.",Margaret Merrick,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Quiet%20Glance&font=roboto,488,0
The Quiet Glance,"Set against the backdrop of an old bookshop, The Quiet Glance follows two people whose paths keep crossing at the worst — and best — possible times.",Steven O'Connell,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Quiet%20Glance&font=roboto,785,0
The Lasting Beginning,"Set against the backdrop of an old bookshop, The Lasting Beginning follows two people whose paths keep crossing at the worst — and best — possible times.",Jennifer Redwood,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Lasting%20Beginning&font=roboto,816,0
Summer of a Small Seaside Town,"Set against the backdrop of a small seaside town, Summer of a Small Seaside Town follows two people whose paths keep crossing at the worst — and best — possible times.",Nancy Kobayashi,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Summer%20of%20a%20Small%20Seaside%20Town&font=roboto,695,0
The Quiet Promise,"Set against the backdrop of new york, The Quiet Promise follows two people whose paths keep crossing at the worst — and best — possible times.",Ananya Bishop,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Quiet%20Promise&font=roboto,359,0
Quiet Letter,"Set against the backdrop of a small seaside town, Quiet Letter follows two people whose paths keep crossing at the worst — and best — possible times.",Divya Merrick,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Quiet%20Letter&font=roboto,187,0
The Quiet Chance,"Set against the backdrop of new york, The Quiet Chance follows two people whose paths keep crossing at the worst — and best — possible times.",Paul Petrov,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Quiet%20Chance&font=roboto,221,0
Return of an Old Bookshop,"Set against the backdrop of an old bookshop, Return of an Old Bookshop follows two people whose paths keep crossing at the worst — and best — possible times.",Rahul Hartley,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Return%20of%20an%20Old%20Bookshop&font=roboto,592,0
The Season of Two Different Worlds,"Set against the backdrop of two different worlds, The Season of Two Different Worlds follows two people whose paths keep crossing at the worst — and best — possible times.",Barbara Redwood,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Season%20of%20Two%20Different%20Worlds&font=roboto,597,0
First Chance,"Set against the backdrop of an old bookshop, First Chance follows two people whose paths keep crossing at the worst — and best — possible times.",Daniel Kobayashi,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=First%20Chance&font=roboto,374,0
Season of New York,"Set against the backdrop of new york, Season of New York follows two people whose paths keep crossing at the worst — and best — possible times.",Kenneth Blackwood,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Season%20of%20New%20York&font=roboto,160,0
Quiet Season,"Set against the backdrop of new york, Quiet Season follows two people whose paths keep crossing at the worst — and best — possible times.",George Pierce,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Quiet%20Season&font=roboto,571,0
The Summer of New York,"Set against the backdrop of new york, The Summer of New York follows two people whose paths keep crossing at the worst — and best — possible times.",Michael Petrov,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Summer%20of%20New%20York&font=roboto,621,0
The Sweet Summer,"Set against the backdrop of two different worlds, The Sweet Summer follows two people whose paths keep crossing at the worst — and best — possible times.",Richard Doyle,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Sweet%20Summer&font=roboto,892,0
Lasting Glance,"Set against the backdrop of new york, Lasting Glance follows two people whose paths keep crossing at the worst — and best — possible times.",Steven Bishop,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Lasting%20Glance&font=roboto,440,0
The Slow Glance,"Set against the backdrop of an old bookshop, The Slow Glance follows two people whose paths keep crossing at the worst — and best — possible times.",Rahul Merrick,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Slow%20Glance&font=roboto,780,0
The Glance of Two Different Worlds,"Set against the backdrop of two different worlds, The Glance of Two Different Worlds follows two people whose paths keep crossing at the worst — and best — possible times.",Ananya Ellison,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Glance%20of%20Two%20Different%20Worlds&font=roboto,153,0
The Letter of Two Different Worlds,"Set against the backdrop of two different worlds, The Letter of Two Different Worlds follows two people whose paths keep crossing at the worst — and best — possible times.",Hiroshi Osei,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Letter%20of%20Two%20Different%20Worlds&font=roboto,605,0
The Beginning of a Small Seaside Town,"Set against the backdrop of a small seaside town, The Beginning of a Small Seaside Town follows two people whose paths keep crossing at the worst — and best — possible times.",Matthew Rossi,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20Beginning%20of%20a%20Small%20Seaside%20Town&font=roboto,232,0
Slow Chance,"Set against the backdrop of two different worlds, Slow Chance follows two people whose paths keep crossing at the worst — and best — possible times.",Oliver Kobayashi,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Slow%20Chance&font=roboto,632,0
Return of New York,"Set against the backdrop of new york, Return of New York follows two people whose paths keep crossing at the worst — and best — possible times.",Donna Sinclair,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Return%20of%20New%20York&font=roboto,624,0
The First Glance,"Set against the backdrop of a small seaside town, The First Glance follows two people whose paths keep crossing at the worst — and best — possible times.",Steven O'Connell,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=The%20First%20Glance&font=roboto,849,0
Beginning of New York,"Set against the backdrop of new york, Beginning of New York follows two people whose paths keep crossing at the worst — and best — possible times.",Matthew Andersen,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Beginning%20of%20New%20York&font=roboto,728,0
Glance of a Small Seaside Town,"Set against the backdrop of a small seaside town, Glance of a Small Seaside Town follows two people whose paths keep crossing at the worst — and best — possible times.",Donald Iyer,Romance,https://placehold.co/400x600/bb3e5e/ffffff.png?text=Glance%20of%20a%20Small%20Seaside%20Town&font=roboto,386,0
The Cursed Static,"The Cursed Static follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Jennifer Pierce,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Cursed%20Static&font=roboto,679,0
The Grave of a House That Shouldn't Exist,"The Grave of a House That Shouldn't Exist follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Jennifer Hayes,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Grave%20of%20a%20House%20That%20Shouldn%27t%20Exist&font=roboto,813,0
The Ritual of an Old Asylum,"The Ritual of an Old Asylum follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Oliver Andersen,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Ritual%20of%20an%20Old%20Asylum&font=roboto,327,0
Unseen Static,"Unseen Static follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Chiara Harrow,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Unseen%20Static&font=roboto,534,0
Static of an Old Asylum,"Static of an Old Asylum follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Elena Sharma,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Static%20of%20an%20Old%20Asylum&font=roboto,767,0
The Whispering Grave,"The Whispering Grave follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Sandra Reed,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Whispering%20Grave&font=roboto,675,0
The Woods of a Remote Cabin,"The Woods of a Remote Cabin follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Daniel Blackwood,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Woods%20of%20a%20Remote%20Cabin&font=roboto,765,0
The Buried Neighbor,"The Buried Neighbor follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Joseph Sharma,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Buried%20Neighbor&font=roboto,840,0
Rotting Basement,"Rotting Basement follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Kavya Bennett,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Rotting%20Basement&font=roboto,398,0
The Whispering Woods,"The Whispering Woods follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Lucas Hayes,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Whispering%20Woods&font=roboto,735,0
Woods of an Old Asylum,"Woods of an Old Asylum follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Lisa Nakamura,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Woods%20of%20an%20Old%20Asylum&font=roboto,564,0
The Cursed Hour,"The Cursed Hour follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Rahul Rossi,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Cursed%20Hour&font=roboto,631,0
Whispering Basement,"Whispering Basement follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Charles Moreau,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Whispering%20Basement&font=roboto,335,0
The Static of a House That Shouldn't Exist,"The Static of a House That Shouldn't Exist follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",David Lockhart,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Static%20of%20a%20House%20That%20Shouldn%27t%20Exist&font=roboto,536,0
Whispering Hour,"Whispering Hour follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Betty Nakamura,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Whispering%20Hour&font=roboto,665,0
Silent Hour,"Silent Hour follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Hiroshi Sinclair,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Silent%20Hour&font=roboto,766,0
The Unseen Neighbor,"The Unseen Neighbor follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Jennifer Nakamura,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Unseen%20Neighbor&font=roboto,588,0
Neighbor of an Old Asylum,"Neighbor of an Old Asylum follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Richard Marlow,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Neighbor%20of%20an%20Old%20Asylum&font=roboto,286,0
The Basement of an Abandoned Town,"The Basement of an Abandoned Town follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Joshua Rossi,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Basement%20of%20an%20Abandoned%20Town&font=roboto,705,0
Cursed Basement,"Cursed Basement follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",James Andersen,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Cursed%20Basement&font=roboto,684,0
The Silent Neighbor,"The Silent Neighbor follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Kevin Kensington,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Silent%20Neighbor&font=roboto,519,0
The Whispering Neighbor,"The Whispering Neighbor follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Kimberly Kobayashi,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Whispering%20Neighbor&font=roboto,582,0
The Neighbor of a Remote Cabin,"The Neighbor of a Remote Cabin follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Kavya Petrov,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Neighbor%20of%20a%20Remote%20Cabin&font=roboto,719,0
Whispering Static,"Whispering Static follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Paul Ashford,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Whispering%20Static&font=roboto,740,0
The Woods of an Abandoned Town,"The Woods of an Abandoned Town follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Sandra Delacroix,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Woods%20of%20an%20Abandoned%20Town&font=roboto,865,0
Basement of a House That Shouldn't Exist,"Basement of a House That Shouldn't Exist follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Amanda Petrov,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Basement%20of%20a%20House%20That%20Shouldn%27t%20Exist&font=roboto,777,0
The Hollow Ritual,"The Hollow Ritual follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Deborah Foster,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Hollow%20Ritual&font=roboto,772,0
The Buried Ritual,"The Buried Ritual follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",John Rossi,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Buried%20Ritual&font=roboto,671,0
House of an Old Asylum,"House of an Old Asylum follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Steven Carter,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=House%20of%20an%20Old%20Asylum&font=roboto,310,0
The Cursed Neighbor,"The Cursed Neighbor follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Priya Hartley,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Cursed%20Neighbor&font=roboto,749,0
Hour of an Abandoned Town,"Hour of an Abandoned Town follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Joshua Petrov,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Hour%20of%20an%20Abandoned%20Town&font=roboto,745,0
The Ritual of a Remote Cabin,"The Ritual of a Remote Cabin follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Anthony Osei,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Ritual%20of%20a%20Remote%20Cabin&font=roboto,562,0
The Cursed Woods,"The Cursed Woods follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Sofia Bishop,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Cursed%20Woods&font=roboto,721,0
Buried Static,"Buried Static follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Divya Moreau,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Buried%20Static&font=roboto,177,0
Hollow Ritual,"Hollow Ritual follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Ronald Lockhart,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Hollow%20Ritual&font=roboto,842,0
The Cursed Basement,"The Cursed Basement follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Barbara Hartley,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Cursed%20Basement&font=roboto,838,0
The Woods of a House That Shouldn't Exist,"The Woods of a House That Shouldn't Exist follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Kevin Thorne,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Woods%20of%20a%20House%20That%20Shouldn%27t%20Exist&font=roboto,372,0
The Basement of a House That Shouldn't Exist,"The Basement of a House That Shouldn't Exist follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Betty Sutton,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Basement%20of%20a%20House%20That%20Shouldn%27t%20Exist&font=roboto,396,0
The Basement of a Remote Cabin,"The Basement of a Remote Cabin follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Ashley O'Connell,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Basement%20of%20a%20Remote%20Cabin&font=roboto,513,0
Silent House,"Silent House follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Deborah O'Connell,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Silent%20House&font=roboto,471,0
Cursed Grave,"Cursed Grave follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Lucas Vance,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Cursed%20Grave&font=roboto,556,0
